id,name,lat,lon,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000211,노형동 무료 주차장,33.48330099,126.4768484,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000212,노형동 무료 주차장,33.48161587,126.4754469,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000213,노형동 무료 주차장,33.48053892,126.4773163,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000214,노형동 무료 주차장,33.4779003,126.4768245,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000215,아라동 무료 주차장,33.47631491,126.5406921,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000217,아라동 무료 주차장,33.4718017,126.5402405,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000218,아라동 무료 주차장,33.47522557,126.5438948,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000219,아라동 무료 주차장,33.473773,126.5445753,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000220,아라동 무료 주차장,33.47533482,126.546292,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000221,아라동 무료 주차장,33.47680385,126.5477845,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000222,아라동 무료 주차장,33.47526924,126.548391,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000223,아라동 무료 주차장,33.47426176,126.5501291,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000224,아라동 무료 주차장,33.47381203,126.549448,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000225,아라동 무료 주차장,33.47291461,126.5490327,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000226,아라동 무료 주차장,33.47143696,126.5476746,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000227,아라동 무료 주차장,33.47235707,126.5506987,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000228,아라동 무료 주차장,33.47034482,126.546698,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000229,아라동 무료 주차장,33.4711937,126.5429724,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000230,아라동 무료 주차장,33.47120691,126.5402612,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000231,아라동 무료 주차장,33.46950226,126.5425059,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000232,아라동 무료 주차장,33.47220713,126.5440528,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000233,아라동 무료 주차장,33.47033322,126.5441701,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000234,아라동 무료 주차장,33.47632366,126.5449898,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000235,이도일동 무료 주차장,33.50462991,126.5266683,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000236,일도이동 무료 주차장,33.51357646,126.5391095,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000237,건입동 무료 주차장,33.5144338,126.5391812,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000238,봉개동 무료 주차장,33.48450209,126.6074357,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000239,건입동 무료 주차장,33.51607384,126.5360538,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000240,용담일동 무료 주차장,33.50926078,126.5135566,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000241,건입동 무료 주차장,33.514536,126.5394378,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000242,삼도일동 무료 주차장,33.50145306,126.5195765,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000243,용담일동 무료 주차장,33.50926078,126.5135566,,,,,,,,,,,,,,,,,,,,,,,,,,,
405-2-000244,건입동 무료 주차장,33.514536,126.5394378,,,,,,,,,,,,,,,,,,,,,,,,,,,
